time taken,status code,responsebody
603,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":34334,"time":299,"liftID":17},05/03/2023 11:30:27
50,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":82991,"time":47,"liftID":27},05/03/2023 11:30:28
58,200,{"resortID":3,"seasonID":"2022","dayID":"1","skierID":19778,"time":341,"liftID":25},05/03/2023 11:30:28
50,200,{"resortID":9,"seasonID":"2022","dayID":"1","skierID":48292,"time":237,"liftID":5},05/03/2023 11:30:28
53,200,{"resortID":7,"seasonID":"2022","dayID":"1","skierID":15874,"time":358,"liftID":20},05/03/2023 11:30:28
52,200,{"resortID":4,"seasonID":"2022","dayID":"1","skierID":10755,"time":112,"liftID":33},05/03/2023 11:30:28
48,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":26506,"time":57,"liftID":36},05/03/2023 11:30:28
51,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":71362,"time":284,"liftID":25},05/03/2023 11:30:28
54,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":52184,"time":323,"liftID":40},05/03/2023 11:30:28
54,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":7270,"time":268,"liftID":36},05/03/2023 11:30:28
58,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":71955,"time":180,"liftID":33},05/03/2023 11:30:28
54,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":71944,"time":351,"liftID":18},05/03/2023 11:30:28
53,200,{"resortID":10,"seasonID":"2022","dayID":"1","skierID":17029,"time":195,"liftID":33},05/03/2023 11:30:29
65,200,{"resortID":10,"seasonID":"2022","dayID":"1","skierID":19102,"time":195,"liftID":38},05/03/2023 11:30:29
69,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":9528,"time":218,"liftID":21},05/03/2023 11:30:29
52,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":27626,"time":234,"liftID":28},05/03/2023 11:30:29
51,200,{"resortID":7,"seasonID":"2022","dayID":"1","skierID":12094,"time":70,"liftID":16},05/03/2023 11:30:29
50,200,{"resortID":8,"seasonID":"2022","dayID":"1","skierID":4293,"time":240,"liftID":8},05/03/2023 11:30:29
48,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":33378,"time":286,"liftID":33},05/03/2023 11:30:29
51,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":39799,"time":185,"liftID":22},05/03/2023 11:30:29
54,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":67362,"time":43,"liftID":1},05/03/2023 11:30:29
49,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":62468,"time":314,"liftID":6},05/03/2023 11:30:29
49,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":31239,"time":56,"liftID":34},05/03/2023 11:30:29
51,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":54458,"time":294,"liftID":26},05/03/2023 11:30:29
48,200,{"resortID":7,"seasonID":"2022","dayID":"1","skierID":68135,"time":211,"liftID":8},05/03/2023 11:30:29
52,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":78375,"time":20,"liftID":37},05/03/2023 11:30:29
49,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":64231,"time":226,"liftID":29},05/03/2023 11:30:29
50,200,{"resortID":9,"seasonID":"2022","dayID":"1","skierID":66327,"time":63,"liftID":17},05/03/2023 11:30:29
50,200,{"resortID":3,"seasonID":"2022","dayID":"1","skierID":40627,"time":88,"liftID":1},05/03/2023 11:30:29
47,200,{"resortID":9,"seasonID":"2022","dayID":"1","skierID":8335,"time":169,"liftID":25},05/03/2023 11:30:29
48,200,{"resortID":7,"seasonID":"2022","dayID":"1","skierID":65208,"time":73,"liftID":25},05/03/2023 11:30:29
48,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":95659,"time":74,"liftID":15},05/03/2023 11:30:30
50,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":49023,"time":87,"liftID":33},05/03/2023 11:30:30
49,200,{"resortID":10,"seasonID":"2022","dayID":"1","skierID":86596,"time":325,"liftID":6},05/03/2023 11:30:30
48,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":81718,"time":294,"liftID":27},05/03/2023 11:30:30
49,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":97824,"time":267,"liftID":10},05/03/2023 11:30:30
51,200,{"resortID":2,"seasonID":"2022","dayID":"1","skierID":82739,"time":146,"liftID":35},05/03/2023 11:30:30
57,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":65764,"time":168,"liftID":19},05/03/2023 11:30:30
51,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":75585,"time":6,"liftID":23},05/03/2023 11:30:30
48,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":43233,"time":71,"liftID":18},05/03/2023 11:30:30
114,200,{"resortID":7,"seasonID":"2022","dayID":"1","skierID":49288,"time":139,"liftID":24},05/03/2023 11:30:30
49,200,{"resortID":1,"seasonID":"2022","dayID":"1","skierID":50598,"time":37,"liftID":12},05/03/2023 11:30:30
51,200,{"resortID":6,"seasonID":"2022","dayID":"1","skierID":51982,"time":173,"liftID":1},05/03/2023 11:30:30
50,200,{"resortID":8,"seasonID":"2022","dayID":"1","skierID":17776,"time":196,"liftID":40},05/03/2023 11:30:30
50,200,{"resortID":10,"seasonID":"2022","dayID":"1","skierID":52099,"time":70,"liftID":17},05/03/2023 11:30:30
45,200,{"resortID":5,"seasonID":"2022","dayID":"1","skierID":45927,"time":168,"liftID":33},05/03/2023 11:30:30
49,200,{"resortID":9,"seasonID":"2022","dayID":"1","skierID":59956,"time":36,"liftID":19},05/03/2023 11:30:30
50,200,{"resortID":9,"seasonID":"2022","dayID":"1","skierID":69970,"time":222,"liftID":33},05/03/2023 11:30:30
